old,kind,status,real_words,editorial_inbound,h1,new,action,note
/tag/stoppen/,tag,200,416,0,Stoppen met studeren: wat moet je regelen?,/artikelen,redirect,the tag pages collapse into the hub
/tag/student/,tag,200,532,0,Van wisselende vakken tot studiepunten sprokkelen: scholier vs. student (deel 1),/artikelen,redirect,the tag pages collapse into the hub
/tag/studentenstad/,tag,200,561,0,Studeren zonder stress,/artikelen,redirect,the tag pages collapse into the hub
/tag/studentenvereniging/,tag,200,582,0,Lid worden bij een vereniging?,/artikelen,redirect,the tag pages collapse into the hub
/tag/studeren-tijdens-corona/,tag,200,560,0,Thuis studeren als een pro,/artikelen,redirect,the tag pages collapse into the hub
/tag/studeren/,tag,200,694,0,Op kamers gaan of niet?,/artikelen,redirect,the tag pages collapse into the hub
/tag/studie/,tag,200,416,0,Stoppen met studeren: wat moet je regelen?,/artikelen,redirect,the tag pages collapse into the hub
/tag/studiefinanciering/,tag,200,439,0,Studiefinanciering in het leenstelsel: hoe zit het?,/artikelen,redirect,the tag pages collapse into the hub
/tag/studiekeuze-veranderen/,tag,200,605,0,Mijn studie is te moeilijk voor mij…,/artikelen,redirect,the tag pages collapse into the hub
/tag/studiekeuze/,tag,200,593,0,Geslaagd maar nog geen studie gekozen. Tussenjaar of alsnog een studie kiezen?,/artikelen,redirect,the tag pages collapse into the hub
/tag/studiekeuzeadvies/,tag,200,527,0,"Gekozen voor een studie, maar nu slaat de twijfel toe!",/artikelen,redirect,the tag pages collapse into the hub
/tag/studiekeuzecheck/,tag,200,398,0,It’s (not) a match: nieuwe studiekeuze na de studiekeuzecheck?,/artikelen,redirect,the tag pages collapse into the hub
/tag/studieloopbaancoach/,tag,200,489,0,Vijf tips voor een vliegende studiestart,/artikelen,redirect,the tag pages collapse into the hub
/tag/studieperspectief/,tag,200,505,0,Deadline decentrale selectie 15 januari,/artikelen,redirect,the tag pages collapse into the hub
/tag/studieschuld/,tag,200,416,0,Geld lenen? De regering wil de rente op de studieschuld verhogen,/artikelen,redirect,the tag pages collapse into the hub
/tag/studiestart/,tag,200,489,0,Vijf tips voor een vliegende studiestart,/artikelen,redirect,the tag pages collapse into the hub
/tag/studievereniging/,tag,200,582,0,Lid worden bij een vereniging?,/artikelen,redirect,the tag pages collapse into the hub
/tag/switchen/,tag,200,509,0,"Mijn studie is niet leuk, wat nu?",/artikelen,redirect,the tag pages collapse into the hub
/tag/tentamens/,tag,200,605,0,Mijn studie is te moeilijk voor mij…,/artikelen,redirect,the tag pages collapse into the hub
/tag/thuis-studeren/,tag,200,560,0,Thuis studeren als een pro,/artikelen,redirect,the tag pages collapse into the hub
/tag/tips-voor-thuistuderen/,tag,200,560,0,Thuis studeren als een pro,/artikelen,redirect,the tag pages collapse into the hub
/tag/tussenjaar/,tag,200,398,0,De wereld aan je voeten: waarom een tussenjaar?,/artikelen,redirect,the tag pages collapse into the hub
/tag/twijfel/,tag,200,689,0,"Studeren: tegenvallers, twijfels en doorzettingsvermogen",/artikelen,redirect,the tag pages collapse into the hub
/tag/uitgeloot/,tag,200,421,0,Uitgeloot voor je studie: wat nu?,/artikelen,redirect,the tag pages collapse into the hub
/tag/uitschrijven/,tag,200,617,0,Uitschrijven bij je studie voor 1 februari,/artikelen,redirect,the tag pages collapse into the hub
/tag/universiteit/,tag,200,561,0,Studeren zonder stress,/artikelen,redirect,the tag pages collapse into the hub
/tag/verschillen/,tag,200,532,0,Van wisselende vakken tot studiepunten sprokkelen: scholier vs. student (deel 1),/artikelen,redirect,the tag pages collapse into the hub
/tag/vmbo/,tag,200,362,0,Van vmbo naar mbo,/artikelen,redirect,the tag pages collapse into the hub
/tag/voltijd/,tag,200,548,0,"Een voltijd, deeltijd of een duale studie",/artikelen,redirect,the tag pages collapse into the hub
/tag/voor-en-nadelen/,tag,200,398,0,De wereld aan je voeten: waarom een tussenjaar?,/artikelen,redirect,the tag pages collapse into the hub
/tag/voorbereiden/,tag,200,424,0,Gestopt met je studie? Blijf niet stilzitten!,/artikelen,redirect,the tag pages collapse into the hub
/tag/voorbereiding/,tag,200,417,0,De voorbereiding op je nieuwe studie begint nu,/artikelen,redirect,the tag pages collapse into the hub
/tag/wat-nu/,tag,200,421,0,Uitgeloot voor je studie: wat nu?,/artikelen,redirect,the tag pages collapse into the hub
/tarieven/,page,200,600,182,,/tarieven,keep,the address is a page on this site now
/tarieven/schermafbeelding-2014-12-29-om-09-51-07/,attachment,200,6,0,Schermafbeelding 2014-12-29 om 09.51.07,/tarieven,redirect,attachment to its parent
/tarieven/schermafbeelding-2014-12-29-om-09-53-53/,attachment,200,4,0,Tarieven voor studiekeuze,/tarieven,redirect,attachment to its parent
/tarieven/schermafbeelding-2014-12-29-om-11-38-38/,attachment,200,6,0,Tarieven voor studiekeuze advies.,/tarieven,redirect,attachment to its parent
/tarieven/tarievenska/,attachment,200,0,0,tarievenska,/tarieven,redirect,attachment to its parent
/tarieven/unnamed-1/,attachment,200,2,0,unnamed (1),/tarieven,redirect,attachment to its parent
/tarieven/unnamed-2/,attachment,200,2,0,unnamed (2),/tarieven,redirect,attachment to its parent
/tarieven/unnamed/,attachment,200,0,0,unnamed,/tarieven,redirect,attachment to its parent
/thuis-studeren-als-een-pro/,post,200,560,1,Thuis studeren als een pro,/thuis-studeren-als-een-pro,keep,the article keeps its root URL
/uitgeloot-voor-je-studie-wat-nu/,post,200,421,1,Uitgeloot voor je studie: wat nu?,/uitgeloot-voor-je-studie-wat-nu,keep,the article keeps its root URL
/uitschrijven-bij-je-studie-voor-1-februari/,post,200,617,1,Uitschrijven bij je studie voor 1 februari,/uitschrijven-bij-je-studie-voor-1-februari,keep,the article keeps its root URL
/utrecht/,other,200,726,1,StudieKeuzeAdvies Utrecht,/locaties/utrecht,redirect,the old site already redirects this to /locaties/utrecht/
/vacature-keuzecoach-dordrecht/,page,200,583,1,Een goede studiekeuze maken. Lastig hè?,/coach-worden,redirect,our own rule; the old site sends this to /
/vacature-keuzecoach-zwolle/,page,200,0,1,Vacatures,/coach-worden,redirect,our own rule; the old site sends this to /vacatures/
/vacature-keuzecoach/,page,200,0,1,Vacatures,/coach-worden,redirect,our own rule; the old site sends this to /vacatures/
/vacatures/,page,200,0,182,Vacatures,/coach-worden,redirect,
/van-havo-naar-de-universiteit/,post,200,440,1,Van havo naar universiteit,/van-havo-naar-de-universiteit,keep,the article keeps its root URL
/van-studie-wisselen/,post,200,3164,2,Van studie wisselen,/van-studie-wisselen,keep,the article keeps its root URL
/van-studie-wisselen/foto1-2/,attachment,200,0,0,foto1,/van-studie-wisselen,redirect,attachment to its parent
/van-studie-wisselen/foto1/,attachment,200,0,0,foto1,/van-studie-wisselen,redirect,attachment to its parent
/van-studie-wisselen/foto2-2/,attachment,200,0,0,FOTO2,/van-studie-wisselen,redirect,attachment to its parent
/van-studie-wisselen/foto2/,attachment,200,0,0,foto2,/van-studie-wisselen,redirect,attachment to its parent
/van-studie-wisselen/foto3-2/,attachment,200,0,0,FOTO3,/van-studie-wisselen,redirect,attachment to its parent
/van-studie-wisselen/foto3/,attachment,200,0,0,foto3,/van-studie-wisselen,redirect,attachment to its parent
/van-studie-wisselen/foto4-2/,attachment,200,0,0,FOTO4,/van-studie-wisselen,redirect,attachment to its parent
/van-studie-wisselen/foto4/,attachment,200,0,0,foto4,/van-studie-wisselen,redirect,attachment to its parent
/van-studie-wisselen/foto5-2/,attachment,200,0,0,FOTO5,/van-studie-wisselen,redirect,attachment to its parent
/van-studie-wisselen/foto5/,attachment,200,0,0,foto5,/van-studie-wisselen,redirect,attachment to its parent
/van-vmbo-naar-mbo/,post,200,362,1,Van vmbo naar mbo,/van-vmbo-naar-mbo,keep,the article keeps its root URL
/van-wisselende-vakken-tot-studiepunten-sprokkelen-scholier-versus-student-deel-2/,post,200,547,1,Van wisselende vakken tot studiepunten sprokkelen: scholier versus student (deel 2),/van-wisselende-vakken-tot-studiepunten-sprokkelen-scholier-versus-student-deel-2,keep,the article keeps its root URL
/van-wisselende-vakken-tot-studiepunten-sprokkelen-scholier-vs-student/,post,200,532,1,Van wisselende vakken tot studiepunten sprokkelen: scholier vs. student (deel 1),/van-wisselende-vakken-tot-studiepunten-sprokkelen-scholier-vs-student,keep,the article keeps its root URL
/verkeerde-studiekeuze/,page,200,1408,54,Verkeerde studiekeuze,/verkeerde-studiekeuze,keep,the address is a page on this site now
/verkeerde-studiekeuze/pattern/,attachment,200,0,0,pattern,/verkeerde-studiekeuze,redirect,attachment to its parent
/verschillen-tussen-een-reguliere-en-particuliere-opleiding/,post,200,536,1,Verschillen tussen een reguliere en particuliere opleiding,/verschillen-tussen-een-reguliere-en-particuliere-opleiding,keep,the article keeps its root URL
/vervolgstudie-geen-goede-match-nu/,post,200,528,1,Vervolgstudie geen goede match: wat nu?,/vervolgstudie-geen-goede-match-nu,keep,the article keeps its root URL
/vijf-tips-voor-een-vliegende-studiestart/,post,200,489,1,Vijf tips voor een vliegende studiestart,/vijf-tips-voor-een-vliegende-studiestart,keep,the article keeps its root URL
/voor-1-mei-inschrijven/,post,200,1068,1,Inschrijven,/artikel-aanmelden-studies,redirect,the old site already redirects this to /artikel-aanmelden-studies/
/wassenaar/,other,200,723,1,StudieKeuzeAdvies Wassenaar,/locaties/wassenaar,redirect,the old site already redirects this to /locaties/wassenaar/
/wat-betekent-het-leenstelsel-concreet-voor-jou/,post,200,242,1,Wat betekent het leenstelsel concreet voor jou?,/wat-betekent-het-leenstelsel-concreet-voor-jou,keep,the article keeps its root URL
/wat-betekent-het-leenstelsel-concreet-voor-jou/olympus-digital-camera/,attachment,200,0,0,Leenstelsel,/wat-betekent-het-leenstelsel-concreet-voor-jou,redirect,attachment to its parent
/wat-betekent-het-leenstelsel-voor-mij/,post,200,229,1,Wat betekent het leenstelsel voor mij?,/wat-betekent-het-leenstelsel-voor-mij,keep,the article keeps its root URL
/winkel/,shop,200,108,3,Winkel,/tarieven,redirect,the price decision is open
/winkelwagen/,shop,200,8,182,Winkelwagen,/tarieven,redirect,the price decision is open
/wo-opleiding-kiezen/,page,200,329,1,Hulp bij studiekeuze wo,/wo-opleiding-kiezen,keep,the address is a page on this site now
/zo-bewaar-jij-de-balans-tussen-productiviteit-en-vrije-tijd/,post,200,773,2,Een goede balans tussen studie en vrije tijd,/zo-bewaar-jij-de-balans-tussen-productiviteit-en-vrije-tijd,keep,the article keeps its root URL
/zo-maak-jij-een-planning-waar-je-je-aan-kunt-houden/,post,200,512,3,Plannen als een pro,/zo-maak-jij-een-planning-waar-je-je-aan-kunt-houden,keep,the article keeps its root URL
/zutphen/,page,200,724,182,StudieKeuzeAdvies Zutphen,/locaties/zutphen,redirect,
/zwolle/,other,200,724,1,StudieKeuzeAdvies Zwolle,/locaties/zwolle,redirect,the old site already redirects this to /locaties/zwolle/
